Term,Polarity,Score,UsedForAcquisition,UsedForReranking
refusal,NEG,1,Y,
refuse,NEG,1,Y,
refused,NEG,1,Y,
refuses,NEG,1,Y,
refusing,NEG,1,Y,
refutation,NEG,1,Y,
refute,NEG,1,Y,
refuted,NEG,1,Y,
refutes,NEG,1,Y,
refuting,NEG,1,Y,
regal,POS,1,Y,
regally,POS,1,Y,
regard,POS,1,Y,
regress,NEG,1,Y,
regression,NEG,1,Y,
regressive,NEG,1,Y,
regret,NEG,1,Y,
regreted,NEG,1,Y,
regretful,NEG,1,Y,
regretfully,NEG,1,Y,
regrets,NEG,1,Y,
regrettable,NEG,1,Y,
regrettably,NEG,1,Y,
regretted,NEG,1,Y,
reject,NEG,1,Y,
rejected,NEG,1,Y,
rejecting,NEG,1,Y,
rejection,NEG,1,Y,
rejects,NEG,1,Y,
rejoice,POS,1,Y,
rejoicing,POS,1,Y,
rejoicingly,POS,1,Y,
rejuvenate,POS,1,Y,
rejuvenated,POS,1,Y,
rejuvenating,POS,1,Y,
relapse,NEG,1,Y,
relaxed,POS,1,Y,
relent,POS,1,Y,
relentless,NEG,1,Y,
relentlessly,NEG,1,Y,
relentlessness,NEG,1,Y,
reliable,POS,1,Y,
reliably,POS,1,Y,
relief,POS,1,Y,
relish,POS,1,Y,
reluctance,NEG,1,Y,
reluctant,NEG,1,Y,
reluctantly,NEG,1,Y,
remarkable,POS,1,Y,
remarkably,POS,1,Y,
remedy,POS,1,Y,
remission,POS,1,Y,
remorse,NEG,1,Y,
remorseful,NEG,1,Y,
remorsefully,NEG,1,Y,
remorseless,NEG,1,Y,
remorselessly,NEG,1,Y,
remorselessness,NEG,1,Y,
remunerate,POS,1,Y,
renaissance,POS,1,Y,
renewed,POS,1,Y,
renounce,NEG,1,Y,
renown,POS,1,Y,
renowned,POS,1,Y,
renunciation,NEG,1,Y,
repel,NEG,1,Y,
repetitive,NEG,1,Y,
replaceable,POS,1,Y,
reprehensible,NEG,1,Y,
reprehensibly,NEG,1,Y,
reprehension,NEG,1,Y,
reprehensive,NEG,1,Y,
repress,NEG,1,Y,
repression,NEG,1,Y,
repressive,NEG,1,Y,
reprimand,NEG,1,Y,
reproach,NEG,1,Y,
reproachful,NEG,1,Y,
reprove,NEG,1,Y,
reprovingly,NEG,1,Y,
repudiate,NEG,1,Y,
repudiation,NEG,1,Y,
repugn,NEG,1,Y,
repugnance,NEG,1,Y,
repugnant,NEG,1,Y,
repugnantly,NEG,1,Y,
repulse,NEG,1,Y,
repulsed,NEG,1,Y,
repulsing,NEG,1,Y,
repulsive,NEG,1,Y,
repulsively,NEG,1,Y,
repulsiveness,NEG,1,Y,
reputable,POS,1,Y,
reputation,POS,1,Y,
resent,NEG,1,Y,
resentful,NEG,1,Y,
resentment,NEG,1,Y,
resignation,NEG,1,Y,
resigned,NEG,1,Y,
resilient,POS,1,Y,
resistance,NEG,1,Y,
resolute,POS,1,Y,
resound,POS,1,Y,
resounding,POS,1,Y,
resourceful,POS,1,Y,
resourcefulness,POS,1,Y,
respect,POS,1,Y,
respectable,POS,1,Y,
respectful,POS,1,Y,
respectfully,POS,1,Y,
respite,POS,1,Y,
resplendent,POS,1,Y,
responsibly,POS,1,Y,
responsive,POS,1,Y,
restful,POS,1,Y,
restless,NEG,1,Y,
restlessness,NEG,1,Y,
restored,POS,1,Y,
restrict,NEG,1,Y,
restricted,NEG,1,Y,
restriction,NEG,1,Y,
restrictive,NEG,1,Y,
restructure,POS,1,Y,
restructured,POS,1,Y,
restructuring,POS,1,Y,
resurgent,NEG,1,Y,
retaliate,NEG,1,Y,
retaliatory,NEG,1,Y,
retard,NEG,1,Y,
retarded,NEG,1,Y,
retardedness,NEG,1,Y,
retards,NEG,1,Y,
reticent,NEG,1,Y,
retract,NEG,1,Y,
retractable,POS,1,Y,
retreat,NEG,1,Y,
retreated,NEG,1,Y,
revel,POS,1,Y,
revelation,POS,1,Y,
revenge,NEG,1,Y,
revengeful,NEG,1,Y,
revengefully,NEG,1,Y,
revere,POS,1,Y,
reverence,POS,1,Y,
reverent,POS,1,Y,
reverently,POS,1,Y,
revert,NEG,1,Y,
revile,NEG,1,Y,
reviled,NEG,1,Y,
revitalize,POS,1,Y,
revival,POS,1,Y,
revive,POS,1,Y,
revives,POS,1,Y,
revoke,NEG,1,Y,
revolt,NEG,1,Y,
revolting,NEG,1,Y,
revoltingly,NEG,1,Y,
revolutionary,POS,1,Y,
revolutionize,POS,1,Y,
revolutionized,POS,1,Y,
revolutionizes,POS,1,Y,
revulsion,NEG,1,Y,
revulsive,NEG,1,Y,
reward,POS,1,Y,
rewarding,POS,1,Y,Y
rewardingly,POS,1,Y,
rhapsodize,NEG,1,Y,
rhetoric,NEG,1,Y,
rhetorical,NEG,1,Y,
ricer,NEG,1,Y,
rich,POS,1,Y,
richer,POS,1,Y,
richly,POS,1,Y,
richness,POS,1,Y,
ridicule,NEG,1,Y,
ridicules,NEG,1,Y,
ridiculous,NEG,1,Y,
ridiculously,NEG,1,Y,
rife,NEG,1,Y,
rift,NEG,1,Y,
rifts,NEG,1,Y,
right,POS,1,Y,
righten,POS,1,Y,
righteous,POS,1,Y,
righteously,POS,1,Y,
righteousness,POS,1,Y,
rightful,POS,1,Y,
rightfully,POS,1,Y,
rightly,POS,1,Y,
rightness,POS,1,Y,
rigid,NEG,1,Y,
rigidity,NEG,1,Y,
rigidness,NEG,1,Y,
rile,NEG,1,Y,
riled,NEG,1,Y,
rip,NEG,1,Y,
rip-off,NEG,1,Y,
ripoff,NEG,1,Y,
ripped,NEG,1,Y,
risk,NEG,1,Y,
risk-free,POS,1,Y,
risks,NEG,1,Y,
risky,NEG,1,Y,
rival,NEG,1,Y,
rivalry,NEG,1,Y,
roadblocks,NEG,1,Y,
robust,POS,1,Y,
rock-star,POS,1,Y,
rock-stars,POS,1,Y,
rockstar,POS,1,Y,
rockstars,POS,1,Y,
rocky,NEG,1,Y,
rogue,NEG,1,Y,
rollercoaster,NEG,1,Y,
romantic,POS,1,Y,
romantically,POS,1,Y,
romanticize,POS,1,Y,
roomier,POS,1,Y,
roomy,POS,1,Y,
rosy,POS,1,Y,
rot,NEG,1,Y,
rotten,NEG,1,Y,
rough,NEG,1,Y,
rremediable,NEG,1,Y,
rubbish,NEG,1,Y,Y
rude,NEG,1,Y,
rue,NEG,1,Y,
ruffian,NEG,1,Y,
ruffle,NEG,1,Y,
ruin,NEG,1,Y,Y
ruined,NEG,1,Y,
ruining,NEG,1,Y,
ruinous,NEG,1,Y,
ruins,NEG,1,Y,
rumbling,NEG,1,Y,
rumor,NEG,1,Y,
rumors,NEG,1,Y,
rumours,NEG,1,Y,
rumple,NEG,1,Y,
run-down,NEG,1,Y,
runaway,NEG,1,Y,
rupture,NEG,1,Y,
rust,NEG,1,Y,
rusts,NEG,1,Y,
rusty,NEG,1,Y,
rut,NEG,1,Y,
ruthless,NEG,1,Y,
ruthlessly,NEG,1,Y,
ruthlessness,NEG,1,Y,
ruts,NEG,1,Y,
sabotage,NEG,1,Y,
sack,NEG,1,Y,
sacrificed,NEG,1,Y,
sad,NEG,1,Y,
sadden,NEG,1,Y,
sadly,NEG,1,Y,
sadness,NEG,1,Y,
safe,POS,1,Y,
safely,POS,1,Y,
sag,NEG,1,Y,
sagacity,POS,1,Y,
sagely,POS,1,Y,
sagged,NEG,1,Y,
sagging,NEG,1,Y,
saggy,NEG,1,Y,
sags,NEG,1,Y,
saint,POS,1,Y,
saintliness,POS,1,Y,
saintly,POS,1,Y,
salacious,NEG,1,Y,
salutary,POS,1,Y,
salute,POS,1,Y,
sanctimonious,NEG,1,Y,
sane,POS,1,Y,
sap,NEG,1,Y,
sarcasm,NEG,1,Y,
sarcastic,NEG,1,Y,
sarcastically,NEG,1,Y,
sardonic,NEG,1,Y,
sardonically,NEG,1,Y,
sass,NEG,1,Y,
satirical,NEG,1,Y,
satirize,NEG,1,Y,
satisfactorily,POS,1,Y,
satisfactory,POS,1,Y,
satisfied,POS,1,Y,
satisfies,POS,1,Y,
satisfy,POS,1,Y,
satisfying,POS,1,Y,
satisified,POS,1,Y,
savage,NEG,1,Y,
savaged,NEG,1,Y,
savagery,NEG,1,Y,
savages,NEG,1,Y,
saver,POS,1,Y,
savings,POS,1,Y,
savior,POS,1,Y,
savvy,POS,1,Y,
scaly,NEG,1,Y,
scam,NEG,1,Y,
scams,NEG,1,Y,
scandal,NEG,1,Y,
scandalize,NEG,1,Y,
scandalized,NEG,1,Y,
scandalous,NEG,1,Y,
scandalously,NEG,1,Y,
scandals,NEG,1,Y,
scandel,NEG,1,Y,
scandels,NEG,1,Y,
scant,NEG,1,Y,
scapegoat,NEG,1,Y,
scar,NEG,1,Y,
scarce,NEG,1,Y,
scarcely,NEG,1,Y,
scarcity,NEG,1,Y,
scare,NEG,1,Y,
scared,NEG,1,Y,
scarier,NEG,1,Y,
scariest,NEG,1,Y,
scarily,NEG,1,Y,
scarred,NEG,1,Y,
scars,NEG,1,Y,
scary,NEG,1,Y,
scathing,NEG,1,Y,
scathingly,NEG,1,Y,
scenic,POS,1,Y,
sceptical,NEG,1,Y,
scoff,NEG,1,Y,
scoffingly,NEG,1,Y,
scold,NEG,1,Y,
scolded,NEG,1,Y,
scolding,NEG,1,Y,
scoldingly,NEG,1,Y,
scorching,NEG,1,Y,
scorchingly,NEG,1,Y,
scorn,NEG,1,Y,
scornful,NEG,1,Y,
scornfully,NEG,1,Y,
scoundrel,NEG,1,Y,
scourge,NEG,1,Y,
scowl,NEG,1,Y,
scramble,NEG,1,Y,
scrambled,NEG,1,Y,
scrambles,NEG,1,Y,
scrambling,NEG,1,Y,
scrap,NEG,1,Y,
scratch,NEG,1,Y,
scratched,NEG,1,Y,
scratches,NEG,1,Y,
scratchy,NEG,1,Y,
scream,NEG,1,Y,
screech,NEG,1,Y,
screw-up,NEG,1,Y,
screwed,NEG,1,Y,
screwed-up,NEG,1,Y,
screwy,NEG,1,Y,
scuff,NEG,1,Y,
scuffs,NEG,1,Y,
scum,NEG,1,Y,
scummy,NEG,1,Y,
seamless,POS,1,Y,
seasoned,POS,1,Y,
second-class,NEG,1,Y,
second-tier,NEG,1,Y,
secretive,NEG,1,Y,
secure,POS,1,Y,
securely,POS,1,Y,
sedentary,NEG,1,Y,
seedy,NEG,1,Y,
seethe,NEG,1,Y,
seething,NEG,1,Y,
selective,POS,1,Y,
self-coup,NEG,1,Y,
self-criticism,NEG,1,Y,
self-defeating,NEG,1,Y,
self-destructive,NEG,1,Y,
self-determination,POS,1,Y,
self-humiliation,NEG,1,Y,
self-interest,NEG,1,Y,
self-interested,NEG,1,Y,
self-respect,POS,1,Y,
self-satisfaction,POS,1,Y,
self-serving,NEG,1,Y,
self-sufficiency,POS,1,Y,
self-sufficient,POS,1,Y,
selfinterested,NEG,1,Y,
selfish,NEG,1,Y,
selfishly,NEG,1,Y,
selfishness,NEG,1,Y,
semi-retarded,NEG,1,Y,
senile,NEG,1,Y,
sensation,POS,1,Y,
sensational,POS,1,Y,
sensationalize,NEG,1,Y,
sensationally,POS,1,Y,
sensations,POS,1,Y,
senseless,NEG,1,Y,
senselessly,NEG,1,Y,
sensible,POS,1,Y,
sensibly,POS,1,Y,
sensitive,POS,1,Y,
serene,POS,1,Y,
serenity,POS,1,Y,
seriousness,NEG,1,Y,
sermonize,NEG,1,Y,
servitude,NEG,1,Y,
set-up,NEG,1,Y,
setback,NEG,1,Y,
setbacks,NEG,1,Y,
sever,NEG,1,Y,
severe,NEG,1,Y,
severity,NEG,1,Y,
sexy,POS,1,Y,
sh*t,NEG,1,Y,
shabby,NEG,1,Y,
shadowy,NEG,1,Y,
shady,NEG,1,Y,
shake,NEG,1,Y,
shaky,NEG,1,Y,
shallow,NEG,1,Y,
sham,NEG,1,Y,
shambles,NEG,1,Y,
shame,NEG,1,Y,
shameful,NEG,1,Y,
shamefully,NEG,1,Y,
shamefulness,NEG,1,Y,
shameless,NEG,1,Y,
shamelessly,NEG,1,Y,
shamelessness,NEG,1,Y,
shark,NEG,1,Y,
sharp,POS,1,Y,
sharper,POS,1,Y,
sharpest,POS,1,Y,
sharply,NEG,1,Y,
shatter,NEG,1,Y,
shemale,NEG,1,Y,
shimmer,NEG,1,Y,
shimmering,POS,1,Y,
shimmeringly,POS,1,Y,
shimmy,NEG,1,Y,
shine,POS,1,Y,
shiny,POS,1,Y,
shipwreck,NEG,1,Y,
shirk,NEG,1,Y,
shirker,NEG,1,Y,
shit,NEG,1,Y,
shiver,NEG,1,Y,
shock,NEG,1,Y,
shocked,NEG,1,Y,
shocking,NEG,1,Y,
shockingly,NEG,1,Y,
shoddy,NEG,1,Y,
short-lived,NEG,1,Y,
shortage,NEG,1,Y,
shortchange,NEG,1,Y,
shortcoming,NEG,1,Y,
shortcomings,NEG,1,Y,
shortness,NEG,1,Y,
shortsighted,NEG,1,Y,
shortsightedness,NEG,1,Y,
showdown,NEG,1,Y,
shrew,NEG,1,Y,
shriek,NEG,1,Y,
shrill,NEG,1,Y,
shrilly,NEG,1,Y,
shrivel,NEG,1,Y,
shroud,NEG,1,Y,
shrouded,NEG,1,Y,
shrug,NEG,1,Y,
shun,NEG,1,Y,
shunned,NEG,1,Y,
sick,NEG,1,Y,
sicken,NEG,1,Y,
sickening,NEG,1,Y,
sickeningly,NEG,1,Y,
sickly,NEG,1,Y,
sickness,NEG,1,Y,
sidetrack,NEG,1,Y,
sidetracked,NEG,1,Y,
siege,NEG,1,Y,
significant,POS,1,Y,
silent,POS,1,Y,
sillily,NEG,1,Y,
silly,NEG,1,Y,
simpler,POS,1,Y,
simplest,POS,1,Y,
simplified,POS,1,Y,
simplifies,POS,1,Y,
simplify,POS,1,Y,
simplifying,POS,1,Y,
simplistic,NEG,1,Y,
simplistically,NEG,1,Y,
sin,NEG,1,Y,
sincere,POS,1,Y,
sincerely,POS,1,Y,
sincerity,POS,1,Y,
sinful,NEG,1,Y,
sinfully,NEG,1,Y,
sinister,NEG,1,Y,
sinisterly,NEG,1,Y,
sink,NEG,1,Y,
sinking,NEG,1,Y,
skeletons,NEG,1,Y,
skeptic,NEG,1,Y,
skeptical,NEG,1,Y,
skeptically,NEG,1,Y,
skepticism,NEG,1,Y,
sketchy,NEG,1,Y,
skill,POS,1,Y,
skilled,POS,1,Y,
skillful,POS,1,Y,
skillfully,POS,1,Y,
skimpy,NEG,1,Y,
skinny,NEG,1,Y,
skittish,NEG,1,Y,
skittishly,NEG,1,Y,
skulk,NEG,1,Y,
slack,NEG,1,Y,
slammin,POS,1,Y,
slander,NEG,1,Y,
slanderer,NEG,1,Y,
slanderous,NEG,1,Y,
slanderously,NEG,1,Y,
slanders,NEG,1,Y,
slap,NEG,1,Y,
slashing,NEG,1,Y,
slaughter,NEG,1,Y,
slaughtered,NEG,1,Y,
slave,NEG,1,Y,
slaves,NEG,1,Y,
sleazy,NEG,1,Y,
sleek,POS,1,Y,
slick,POS,1,Y,
slime,NEG,1,Y,
slog,NEG,1,Y,
slogged,NEG,1,Y,
slogging,NEG,1,Y,
slogs,NEG,1,Y,
sloooooooooooooow,NEG,1,Y,
sloooow,NEG,1,Y,
slooow,NEG,1,Y,
sloow,NEG,1,Y,
sloppily,NEG,1,Y,
sloppy,NEG,1,Y,
sloth,NEG,1,Y,
slothful,NEG,1,Y,
slow,NEG,1,Y,
slow-moving,NEG,1,Y,
slowed,NEG,1,Y,
slower,NEG,1,Y,
slowest,NEG,1,Y,
slowly,NEG,1,Y,
sloww,NEG,1,Y,
slowww,NEG,1,Y,
slowwww,NEG,1,Y,
slug,NEG,1,Y,
sluggish,NEG,1,Y,
slump,NEG,1,Y,
slumping,NEG,1,Y,
slumpping,NEG,1,Y,
slur,NEG,1,Y,
slut,NEG,1,Y,
sluts,NEG,1,Y,
sly,NEG,1,Y,
smack,NEG,1,Y,
smallish,NEG,1,Y,
smart,POS,1,Y,
smarter,POS,1,Y,
smartest,POS,1,Y,
smartly,POS,1,Y,
smash,NEG,1,Y,
smear,NEG,1,Y,
smell,NEG,1,Y,
smelled,NEG,1,Y,
smelling,NEG,1,Y,
smells,NEG,1,Y,
smelly,NEG,1,Y,
smelt,NEG,1,Y,
smile,POS,1,Y,
smiles,POS,1,Y,
smiling,POS,1,Y,
smilingly,POS,1,Y,
smitten,POS,1,Y,
smoke,NEG,1,Y,
smokescreen,NEG,1,Y,
smolder,NEG,1,Y,
smoldering,NEG,1,Y,
smooth,POS,1,Y,
smoother,POS,1,Y,
smoothes,POS,1,Y,
smoothest,POS,1,Y,
smoothly,POS,1,Y,
smother,NEG,1,Y,
smoulder,NEG,1,Y,
smouldering,NEG,1,Y,
smudge,NEG,1,Y,
smudged,NEG,1,Y,
smudges,NEG,1,Y,
smudging,NEG,1,Y,
smug,NEG,1,Y,
smugly,NEG,1,Y,
smut,NEG,1,Y,
smuttier,NEG,1,Y,
smuttiest,NEG,1,Y,
smutty,NEG,1,Y,
snag,NEG,1,Y,
snagged,NEG,1,Y,
snagging,NEG,1,Y,
snags,NEG,1,Y,
snappish,NEG,1,Y,
snappishly,NEG,1,Y,
snappy,POS,1,Y,
snare,NEG,1,Y,
snarky,NEG,1,Y,
snarl,NEG,1,Y,
snazzy,POS,1,Y,
sneak,NEG,1,Y,
sneakily,NEG,1,Y,
sneaky,NEG,1,Y,
sneer,NEG,1,Y,
sneering,NEG,1,Y,
sneeringly,NEG,1,Y,
snob,NEG,1,Y,
snobbish,NEG,1,Y,
snobby,NEG,1,Y,
snobish,NEG,1,Y,
snobs,NEG,1,Y,
snub,NEG,1,Y,
so-cal,NEG,1,Y,
soapy,NEG,1,Y,
sob,NEG,1,Y,
sober,NEG,1,Y,
sobering,NEG,1,Y,
sociable,POS,1,Y,
soft,POS,1,Y,
softer,POS,1,Y,
solace,POS,1,Y,
solemn,NEG,1,Y,
solicitous,POS,1,Y,
solicitously,POS,1,Y,
solicitude,NEG,1,Y,
solid,POS,1,Y,
solidarity,POS,1,Y,
somber,NEG,1,Y,
soothe,POS,1,Y,
soothingly,POS,1,Y,
sophisticated,POS,1,Y,
sore,NEG,1,Y,
sorely,NEG,1,Y,
soreness,NEG,1,Y,
sorrow,NEG,1,Y,
sorrowful,NEG,1,Y,
sorrowfully,NEG,1,Y,
sorry,NEG,1,Y,
soulful,POS,1,Y,
soundly,POS,1,Y,
soundness,POS,1,Y,
sour,NEG,1,Y,
sourly,NEG,1,Y,
spacious,POS,1,Y,
spade,NEG,1,Y,
spank,NEG,1,Y,
sparkle,POS,1,Y,
sparkling,POS,1,Y,
spectacular,POS,1,Y,
spectacularly,POS,1,Y,
speedily,POS,1,Y,
speedy,POS,1,Y,
spellbind,POS,1,Y,
spellbinding,POS,1,Y,
spellbindingly,POS,1,Y,
spellbound,POS,1,Y,
spendy,NEG,1,Y,
spew,NEG,1,Y,
spewed,NEG,1,Y,
spewing,NEG,1,Y,
spews,NEG,1,Y,
spilling,NEG,1,Y,
spinster,NEG,1,Y,
spirited,POS,1,Y,
spiritless,NEG,1,Y,
spiritual,POS,1,Y,
spite,NEG,1,Y,
spiteful,NEG,1,Y,
spitefully,NEG,1,Y,
spitefulness,NEG,1,Y,
splatter,NEG,1,Y,
splendid,POS,1,Y,
splendidly,POS,1,Y,
splendor,POS,1,Y,
split,NEG,1,Y,
splitting,NEG,1,Y,
spoil,NEG,1,Y,
spoilage,NEG,1,Y,
spoilages,NEG,1,Y,
spoiled,NEG,1,Y,
spoilled,NEG,1,Y,
spoils,NEG,1,Y,
spontaneous,POS,1,Y,
spook,NEG,1,Y,
spookier,NEG,1,Y,
spookiest,NEG,1,Y,
spookily,NEG,1,Y,
spooky,NEG,1,Y,
spoon-fed,NEG,1,Y,
spoon-feed,NEG,1,Y,
spoonfed,NEG,1,Y,
sporadic,NEG,1,Y,
sporty,POS,1,Y,
spotless,POS,1,Y,
spotty,NEG,1,Y,
sprightly,POS,1,Y,
spurious,NEG,1,Y,
spurn,NEG,1,Y,
sputter,NEG,1,Y,
squabble,NEG,1,Y,
squabbling,NEG,1,Y,
squander,NEG,1,Y,
squash,NEG,1,Y,
squeak,NEG,1,Y,
squeaks,NEG,1,Y,
squeaky,NEG,1,Y,
squeal,NEG,1,Y,
squealing,NEG,1,Y,
squeals,NEG,1,Y,
squirm,NEG,1,Y,
stab,NEG,1,Y,
stability,POS,1,Y,
stabilize,POS,1,Y,
stable,POS,1,Y,
stagnant,NEG,1,Y,
stagnate,NEG,1,Y,
stagnation,NEG,1,Y,
staid,NEG,1,Y,
stain,NEG,1,Y,
stainless,POS,1,Y,
stains,NEG,1,Y,
stale,NEG,1,Y,
stalemate,NEG,1,Y,
stall,NEG,1,Y,
stalls,NEG,1,Y,
stammer,NEG,1,Y,
stampede,NEG,1,Y,
standout,POS,1,Y,
standstill,NEG,1,Y,
stark,NEG,1,Y,
starkly,NEG,1,Y,
startle,NEG,1,Y,
startling,NEG,1,Y,
startlingly,NEG,1,Y,
starvation,NEG,1,Y,
starve,NEG,1,Y,
state-of-the-art,POS,1,Y,
stately,POS,1,Y,
static,NEG,1,Y,
statuesque,POS,1,Y,
staunch,POS,1,Y,
staunchly,POS,1,Y,
staunchness,POS,1,Y,
steadfast,POS,1,Y,
steadfastly,POS,1,Y,
steadfastness,POS,1,Y,
steadiest,POS,1,Y,
steadiness,POS,1,Y,
steady,POS,1,Y,
steal,NEG,1,Y,
stealing,NEG,1,Y,
steals,NEG,1,Y,
steep,NEG,1,Y,
steeply,NEG,1,Y,
stellar,POS,1,Y,
stellarly,POS,1,Y,
stench,NEG,1,Y,
stereotype,NEG,1,Y,
stereotypical,NEG,1,Y,
stereotypically,NEG,1,Y,
stern,NEG,1,Y,
stew,NEG,1,Y,
sticky,NEG,1,Y,
stiff,NEG,1,Y,
stiffness,NEG,1,Y,
stifle,NEG,1,Y,
stifling,NEG,1,Y,
stiflingly,NEG,1,Y,
stigma,NEG,1,Y,
stigmatize,NEG,1,Y,
stimulate,POS,1,Y,
stimulates,POS,1,Y,
stimulating,POS,1,Y,
stimulative,POS,1,Y,
sting,NEG,1,Y,
stinging,NEG,1,Y,
stingingly,NEG,1,Y,
stingy,NEG,1,Y,
stink,NEG,1,Y,
stinks,NEG,1,Y,
stirringly,POS,1,Y,
stodgy,NEG,1,Y,
stole,NEG,1,Y,
stolen,NEG,1,Y,
stooge,NEG,1,Y,
stooges,NEG,1,Y,
stormy,NEG,1,Y,
straggle,NEG,1,Y,
straggler,NEG,1,Y,
straighten,POS,1,Y,
straightforward,POS,1,Y,
strain,NEG,1,Y,
strained,NEG,1,Y,
straining,NEG,1,Y,
strange,NEG,1,Y,
strangely,NEG,1,Y,
stranger,NEG,1,Y,
strangest,NEG,1,Y,
strangle,NEG,1,Y,
streaky,NEG,1,Y,
streamlined,POS,1,Y,
strenuous,NEG,1,Y,
stress,NEG,1,Y,
stresses,NEG,1,Y,
stressful,NEG,1,Y,
stressfully,NEG,1,Y,
stricken,NEG,1,Y,
strict,NEG,1,Y,
strictly,NEG,1,Y,
strident,NEG,1,Y,
stridently,NEG,1,Y,
strife,NEG,1,Y,
strike,NEG,1,Y,
striking,POS,1,Y,
strikingly,POS,1,Y,
stringent,NEG,1,Y,
stringently,NEG,1,Y,
striving,POS,1,Y,
strong,POS,1,Y,
stronger,POS,1,Y,
strongest,POS,1,Y,
struck,NEG,1,Y,
struggle,NEG,1,Y,
struggled,NEG,1,Y,
struggles,NEG,1,Y,
struggling,NEG,1,Y,
strut,NEG,1,Y,
stubborn,NEG,1,Y,
stubbornly,NEG,1,Y,
stubbornness,NEG,1,Y,
stuck,NEG,1,Y,
stuffy,NEG,1,Y,
stumble,NEG,1,Y,
stumbled,NEG,1,Y,
stumbles,NEG,1,Y,
stump,NEG,1,Y,
stumped,NEG,1,Y,
stumps,NEG,1,Y,
stun,NEG,1,Y,
stunned,POS,1,Y,
stunning,POS,1,Y,
stunningly,POS,1,Y,
stunt,NEG,1,Y,
stunted,NEG,1,Y,
stupendous,POS,1,Y,
stupendously,POS,1,Y,
stupid,NEG,1,Y,
stupidest,NEG,1,Y,
stupidity,NEG,1,Y,
stupidly,NEG,1,Y,
stupified,NEG,1,Y,
stupify,NEG,1,Y,
stupor,NEG,1,Y,
sturdier,POS,1,Y,
sturdy,POS,1,Y,
stutter,NEG,1,Y,
stuttered,NEG,1,Y,
stuttering,NEG,1,Y,
stutters,NEG,1,Y,
sty,NEG,1,Y,
stylish,POS,1,Y,
stylishly,POS,1,Y,
stylized,POS,1,Y,
stymied,NEG,1,Y,
suave,POS,1,Y,
suavely,POS,1,Y,
sub-par,NEG,1,Y,
subdued,NEG,1,Y,
subjected,NEG,1,Y,
subjection,NEG,1,Y,
subjugate,NEG,1,Y,
subjugation,NEG,1,Y,
sublime,POS,1,Y,
submissive,NEG,1,Y,
subordinate,NEG,1,Y,
subpoena,NEG,1,Y,
subpoenas,NEG,1,Y,
subservience,NEG,1,Y,
subservient,NEG,1,Y,
subsidize,POS,1,Y,
subsidized,POS,1,Y,
subsidizes,POS,1,Y,
subsidizing,POS,1,Y,
substandard,NEG,1,Y,
substantive,POS,1,Y,
subtract,NEG,1,Y,
subversion,NEG,1,Y,
subversive,NEG,1,Y,
subversively,NEG,1,Y,
subvert,NEG,1,Y,
succeed,POS,1,Y,
succeeded,POS,1,Y,
succeeding,POS,1,Y,
succeeds,POS,1,Y,
succes,POS,1,Y,
success,POS,1,Y,
successes,POS,1,Y,
successful,POS,1,Y,
successfully,POS,1,Y,
succumb,NEG,1,Y,
suck,NEG,1,Y,
sucked,NEG,1,Y,
sucker,NEG,1,Y,
sucks,NEG,1,Y,
sucky,NEG,1,Y,
sue,NEG,1,Y,
sued,NEG,1,Y,
sueing,NEG,1,Y,
sues,NEG,1,Y,
suffer,NEG,1,Y,
suffered,NEG,1,Y,
sufferer,NEG,1,Y,
sufferers,NEG,1,Y,
suffering,NEG,1,Y,
suffers,NEG,1,Y,
suffice,POS,1,Y,
sufficed,POS,1,Y,
suffices,POS,1,Y,
sufficient,POS,1,Y,
sufficiently,POS,1,Y,
suffocate,NEG,1,Y,
sugar-coat,NEG,1,Y,
sugar-coated,NEG,1,Y,
sugarcoated,NEG,1,Y,
suicidal,NEG,1,Y,
suicide,NEG,1,Y,
suitable,POS,1,Y,
sulk,NEG,1,Y,
sullen,NEG,1,Y,
sully,NEG,1,Y,
sumptuous,POS,1,Y,
sumptuously,POS,1,Y,
sumptuousness,POS,1,Y,
sunder,NEG,1,Y,
sunk,NEG,1,Y,
sunken,NEG,1,Y,
super,POS,1,Y,
superb,POS,1,Y,Y
superbly,POS,1,Y,Y
superficial,NEG,1,Y,
superficiality,NEG,1,Y,
superficially,NEG,1,Y,
superfluous,NEG,1,Y,
superior,POS,1,Y,
superiority,POS,1,Y,
superlative,POS,1,,Y
superstition,NEG,1,Y,
superstitious,NEG,1,Y,
supple,POS,1,Y,
support,POS,1,Y,
supported,POS,1,Y,
supporter,POS,1,Y,
supporting,POS,1,Y,
supportive,POS,1,Y,
supports,POS,1,Y,
suppress,NEG,1,Y,
suppression,NEG,1,Y,
supremacy,POS,1,Y,
supreme,POS,1,Y,
supremely,POS,1,Y,
supurb,POS,1,Y,
supurbly,POS,1,Y,
surmount,POS,1,Y,
surpass,POS,1,Y,
surreal,POS,1,Y,
surrender,NEG,1,Y,
survival,POS,1,Y,
survivor,POS,1,Y,
susceptible,NEG,1,Y,
suspect,NEG,1,Y,
suspicion,NEG,1,Y,
suspicions,NEG,1,Y,
suspicious,NEG,1,Y,
suspiciously,NEG,1,Y,
sustainability,POS,1,Y,
sustainable,POS,1,Y,
swagger,NEG,1,Y,
swamped,NEG,1,Y,
swank,POS,1,Y,
swankier,POS,1,Y,
swankiest,POS,1,Y,
swanky,POS,1,Y,
